,"Metal Products, Machinery and Equipment Repair Services",24,205353 ,235066 ,110191 ,293160 ,308000 ,294351 ,250978 ,161402 ,209118 ,254962 ,410473 ,1244977 ,1478873 ,1266183 ,527095 ,586151 ,384320 ,563850 ,408184 ,339482 ,42381 ,34501 ,71346 ,61862 ,2119051 ,123743 ,60339 ,495762 ,46659 ,1061046 ,13718 ,129529 ,19247 ,112293 ,41015 ,76130 ,65696 ,267288 ,41771 ,46230 ,21036 ,25119 ,177300 ,14685230 ,,,
,,,0.0140 ,0.0160 ,0.0075 ,0.0200 ,0.0210 ,0.0200 ,0.0171 ,0.0110 ,0.0142 ,0.0174 ,0.0280 ,0.0848 ,0.1007 ,0.0862 ,0.0359 ,0.0399 ,0.0262 ,0.0384 ,0.0278 ,0.0231 ,0.0029 ,0.0023 ,0.0049 ,0.0042 ,0.1443 ,0.0084 ,0.0041 ,0.0338 ,0.0032 ,0.0723 ,0.0009 ,0.0088 ,0.0013 ,0.0076 ,0.0028 ,0.0052 ,0.0045 ,0.0182 ,0.0028 ,0.0031 ,0.0014 ,0.0017 ,0.0121 ,,,,
,Production and supply of electricity and heat,25,7197917 ,10674506 ,4098329 ,12392721 ,5204163 ,5290539 ,6518882 ,1749584 ,3798571 ,6296776 ,13848007 ,62127092 ,28329386 ,68636127 ,18591328 ,7378391 ,4146207 ,5340843 ,5897825 ,5375234 ,411955 ,257506 ,1891915 ,340831 ,231216729 ,1685163 ,3832586 ,23713749 ,8862415 ,6486971 ,1481488 ,2504366 ,2525821 ,2193590 ,1073804 ,1100736 ,1696940 ,1751893 ,979082 ,1300705 ,429954 ,2529604 ,8781587 ,589941822 ,,,
,,,0.0122 ,0.0181 ,0.0069 ,0.0210 ,0.0088 ,0.0090 ,0.0111 ,0.0030 ,0.0064 ,0.0107 ,0.0235 ,0.1053 ,0.0480 ,0.1163 ,0.0315 ,0.0125 ,0.0070 ,0.0091 ,0.0100 ,0.0091 ,0.0007 ,0.0004 ,0.0032 ,0.0006 ,0.3919 ,0.0029 ,0.0065 ,0.0402 ,0.0150 ,0.0110 ,0.0025 ,0.0042 ,0.0043 ,0.0037 ,0.0018 ,0.0019 ,0.0029 ,0.0030 ,0.0017 ,0.0022 ,0.0007 ,0.0043 ,0.0149 ,,,,
,Gas production and supply,26,9713 ,7701 ,10674 ,2050 ,5582 ,41747 ,6392 ,10614 ,2310 ,39993 ,923132 ,2419291 ,215863 ,520605 ,466187 ,868494 ,39716 ,7796 ,47975 ,69245 ,2469 ,113185 ,25320 ,784 ,1239192 ,9490532 ,7120 ,24902 ,27025 ,13520329 ,906019 ,12832 ,35547 ,1385642 ,170071 ,71062 ,294352 ,825858 ,307843 ,164562 ,116109 ,132165 ,23517071 ,58105072 ,,,
,,,0.0002 ,0.0001 ,0.0002 ,0.0000 ,0.0001 ,0.0007 ,0.0001 ,0.0002 ,0.0000 ,0.0007 ,0.0159 ,0.0416 ,0.0037 ,0.0090 ,0.0080 ,0.0149 ,0.0007 ,0.0001 ,0.0008 ,0.0012 ,0.0000 ,0.0019 ,0.0004 ,0.0000 ,0.0213 ,0.1633 ,0.0001 ,0.0004 ,0.0005 ,0.2327 ,0.0156 ,0.0002 ,0.0006 ,0.0238 ,0.0029 ,0.0012 ,0.0051 ,0.0142 ,0.0053 ,0.0028 ,0.0020 ,0.0023 ,0.4047 ,,,,
,Production and supply of water,27,40516 ,181061 ,15400 ,273721 ,146194 ,713899 ,202546 ,106655 ,177228 ,297598 ,80753 ,1218604 ,844963 ,534863 ,287232 ,347590 ,121567 ,192174 ,258773 ,286288 ,35167 ,168987 ,275733 ,13184 ,1173670 ,37386 ,1221252 ,1911922 ,232290 ,270542 ,456350 ,36109 ,325594 ,326485 ,56658 ,152165 ,281033 ,510274 ,246336 ,230557 ,45143 ,282173 ,10542965 ,25159602 ,,,
,,,0.0016 ,0.0072 ,0.0006 ,0.0109 ,0.0058 ,0.0284 ,0.0081 ,0.0042 ,0.0070 ,0.0118 ,0.0032 ,0.0484 ,0.0336 ,0.0213 ,0.0114 ,0.0138 ,0.0048 ,0.0076 ,0.0103 ,0.0114 ,0.0014 ,0.0067 ,0.0110 ,0.0005 ,0.0466 ,0.0015 ,0.0485 ,0.0760 ,0.0092 ,0.0108 ,0.0181 ,0.0014 ,0.0129 ,0.0130 ,0.0023 ,0.0060 ,0.0112 ,0.0203 ,0.0098 ,0.0092 ,0.0018 ,0.0112 ,0.4190 ,,,,
,Architecture,28,91309 ,874710 ,109788 ,418348 ,454366 ,1162246 ,307417 ,457228 ,461849 ,764205 ,988697 ,2013988 ,1615877 ,1392736 ,1111788 ,1023944 ,447703 ,1061355 ,813713 ,1531186 ,124641 ,89367 ,300877 ,34694 ,2827541 ,157380 ,206955 ,64783220 ,2615788 ,6574687 ,862164 ,1094752 ,4017805 ,13354589 ,1220664 ,1346873 ,1579111 ,940975 ,1080467 ,716308 ,738203 ,4403171 ,1892864527 ,2019037211 ,,,
,,,0.0000 ,0.0004 ,0.0001 ,0.0002 ,0.0002 ,0.0006 ,0.0002 ,0.0002 ,0.0002 ,0.0004 ,0.0005 ,0.0010 ,0.0008 ,0.0007 ,0.0006 ,0.0005 ,0.0002 ,0.0005 ,0.0004 ,0.0008 ,0.0001 ,0.0000 ,0.0001 ,0.0000 ,0.0014 ,0.0001 ,0.0001 ,0.0321 ,0.0013 ,0.0033 ,0.0004 ,0.0005 ,0.0020 ,0.0066 ,0.0006 ,0.0007 ,0.0008 ,0.0005 ,0.0005 ,0.0004 ,0.0004 ,0.0022 ,0.9375 ,,,,
,Wholesale and Retail,29,12367781 ,5303043 ,680985 ,3431755 ,2788152 ,50432136 ,17162811 ,28467965 ,7739928 ,16246187 ,9541507 ,56112986 ,20615849 ,13818334 ,13938186 ,19429816 ,11968317 ,42391032 ,23802958 ,36020030 ,2996185 ,1855253 ,1600884 ,446612 ,9103263 ,936165 ,515234 ,52369838 ,35825462 ,20010687 ,14819294 ,9847741 ,7831423 ,2579690 ,28756896 ,10347994 ,1990264 ,5845713 ,2538693 ,10351299 ,4364258 ,8321017 ,426777433 ,1052291057 ,,,
,,,0.0118 ,0.0050 ,0.0006 ,0.0033 ,0.0026 ,0.0479 ,0.0163 ,0.0271 ,0.0074 ,0.0154 ,0.0091 ,0.0533 ,0.0196 ,0.0131 ,0.0132 ,0.0185 ,0.0114 ,0.0403 ,0.0226 ,0.0342 ,0.0028 ,0.0018 ,0.0015 ,0.0004 ,0.0087 ,0.0009 ,0.0005 ,0.0498 ,0.0340 ,0.0190 ,0.0141 ,0.0094 ,0.0074 ,0.0025 ,0.0273 ,0.0098 ,0.0019 ,0.0056 ,0.0024 ,0.0098 ,0.0041 ,0.0079 ,0.4056 ,,,,
,"Transportation, Warehousing and Post",30,11667631 ,7602910 ,493558 ,6145353 ,4708715 ,26575885 ,7004964 ,7470131 ,8558249 ,12060017 ,10225993 ,47226736 ,32170247 ,28504625 ,14832413 ,16904933 ,10083082 ,21459199 ,16315924 ,13536889 ,2200522 ,1053928 ,3067101 ,334524 ,8633201 ,2540659 ,393478 ,85367537 ,37887008 ,130049810 ,5037756 ,5279617 ,17038206 ,4262412 ,35639798 ,11966988 ,3362320 ,5251071 ,7330237 ,4127899 ,4315585 ,27816014 ,88926285 ,795429413 ,,,
,,,0.0147 ,0.0096 ,0.0006 ,0.0077 ,0.0059 ,0.0334 ,0.0088 ,0.0094 ,0.0108 ,0.0152 ,0.0129 ,0.0594 ,0.0404 ,0.0358 ,0.0186 ,0.0213 ,0.0127 ,0.0270 ,0.0205 ,0.0170 ,0.0028 ,0.0013 ,0.0039 ,0.0004 ,0.0109 ,0.0032 ,0.0005 ,0.1073 ,0.0476 ,0.1635 ,0.0063 ,0.0066 ,0.0214 ,0.0054 ,0.0448 ,0.0150 ,0.0042 ,0.0066 ,0.0092 ,0.0052 ,0.0054 ,0.0350 ,0.1118 ,,,,
,Accommodation and meals,31,1020862 ,1584794 ,121550 ,1588614 ,833723 ,4437267 ,1024735 ,1177041 ,1340132 ,2038839 ,758416 ,10062156 ,5721903 ,2976147 ,3488742 ,4330130 ,3292154 ,3188306 ,4025313 ,3064198 ,1057597 ,227360 ,571492 ,126197 ,1529686 ,437729 ,225857 ,14417413 ,6876826 ,14476966 ,489904 ,2489593 ,27116409 ,3242441 ,28070990 ,11058436 ,1184394 ,2671203 ,4971454 ,1604102 ,2831888 ,17464495 ,99467157 ,298684611 ,,,
,,,0.0034 ,0.0053 ,0.0004 ,0.0053 ,0.0028 ,0.0149 ,0.0034 ,0.0039 ,0.0045 ,0.0068 ,0.0025 ,0.0337 ,0.0192 ,0.0100 ,0.0117 ,0.0145 ,0.0110 ,0.0107 ,0.0135 ,0.0103 ,0.0035 ,0.0008 ,0.0019 ,0.0004 ,0.0051 ,0.0015 ,0.0008 ,0.0483 ,0.0230 ,0.0485 ,0.0016 ,0.0083 ,0.0908 ,0.0109 ,0.0940 ,0.0370 ,0.0040 ,0.0089 ,0.0166 ,0.0054 ,0.0095 ,0.0585 ,0.3330 ,,,,
,"Information transmission, software and information technology services",32,1032817 ,521409 ,75355 ,833764 ,489032 ,1186142 ,603079 ,1019744 ,690316 ,1021342 ,337892 ,2783843 ,2456627 ,1407372 ,1558726 ,2247693 ,1180335 ,888877 ,1395036 ,6284570 ,361286 ,82169 ,269281 ,46568 ,3253655 ,203668 ,440259 ,32687548 ,4136503 ,8865760 ,1144798 ,50391246 ,20417045 ,2824488 ,4244213 ,1687492 ,1110202 ,947262 ,3681377 ,3872474 ,1270360 ,13313958 ,195766848 ,379032431 ,,,
,,,0.0027 ,0.0014 ,0.0002 ,0.0022 ,0.0013 ,0.0031 ,0.0016 ,0.0027 ,0.0018 ,0.0027 ,0.0009 ,0.0073 ,0.0065 ,0.0037 ,0.0041 ,0.0059 ,0.0031 ,0.0023 ,0.0037 ,0.0166 ,0.0010 ,0.0002 ,0.0007 ,0.0001 ,0.0086 ,0.0005 ,0.0012 ,0.0862 ,0.0109 ,0.0234 ,0.0030 ,0.1329 ,0.0539 ,0.0075 ,0.0112 ,0.0045 ,0.0029 ,0.0025 ,0.0097 ,0.0102 ,0.0034 ,0.0351 ,0.5165 ,,,,
,Finance,33,10926574 ,16869606 ,1163527 ,6534339 ,4427423 ,10825122 ,4677748 ,3845565 ,4876965 ,8875074 ,8953083 ,34662675 ,19911001 ,46253224 ,11083775 ,11688924 ,8120849 ,12693533 ,12126908 ,20467579 ,2146410 ,1007450 ,2395501 ,261083 ,35640379 ,5131504 ,2316336 ,72817448 ,42475513 ,72242311 ,3235613 ,13112984 ,59578887 ,60591500 ,43372853 ,13439227 ,5251401 ,3942209 ,7907440 ,3526287 ,1884149 ,11383921 ,158149071 ,880792969 ,,,
,,,0.0124 ,0.0192 ,0.0013 ,0.0074 ,0.0050 ,0.0123 ,0.0053 ,0.0044 ,0.0055 ,0.0101 ,0.0102 ,0.0394 ,0.0226 ,0.0525 ,0.0126 ,0.0133 ,0.0092 ,0.0144 ,0.0138 ,0.0232 ,0.0024 ,0.0011 ,0.0027 ,0.0003 ,0.0405 ,0.0058 ,0.0026 ,0.0827 ,0.0482 ,0.0820 ,0.0037 ,0.0149 ,0.0676 ,0.0688 ,0.0492 ,0.0153 ,0.0060 ,0.0045 ,0.0090 ,0.0040 ,0.0021 ,0.0129 ,0.1796 ,,,,
,Real estate,34,18370 ,119710 ,18836 ,24356 ,62715 ,346277 ,161351 ,377859 ,304784 ,577114 ,166793 ,923648 ,781549 ,384009 ,585895 ,638650 ,397000 ,369285 ,611328 ,875495 ,233936 ,44775 ,136848 ,8561 ,58889 ,209987 ,6097 ,270023 ,69045493 ,3843904 ,3271839 ,9930395 ,49502461 ,26285827 ,7540565 ,2414593 ,428300 ,11321923 ,2675715 ,2192587 ,1566162 ,5090048 ,378320705 ,582144658 ,,,
,,,0.0000 ,0.0002 ,0.0000 ,0.0000 ,0.0001 ,0.0006 ,0.0003 ,0.0006 ,0.0005 ,0.0010 ,0.0003 ,0.0016 ,0.0013 ,0.0007 ,0.0010 ,0.0011 ,0.0007 ,0.0006 ,0.0011 ,0.0015 ,0.0004 ,0.0001 ,0.0002 ,0.0000 ,0.0001 ,0.0004 ,0.0000 ,0.0005 ,0.1186 ,0.0066 ,0.0056 ,0.0171 ,0.0850 ,0.0452 ,0.0130 ,0.0041 ,0.0007 ,0.0194 ,0.0046 ,0.0038 ,0.0027 ,0.0087 ,0.6499 ,,,,
,Rental and Business Services,35,398266 ,9806804 ,604562 ,5529303 ,3183067 ,16776566 ,2111986 ,5102201 ,3226827 ,9922016 ,5712040 ,35976163 ,12238471 ,9817581 ,7876816 ,11848870 ,7097863 ,15562718 ,12971157 ,14381366 ,1160022 ,347463 ,1201553 ,352779 ,3566480 ,721516 ,135394 ,21054353 ,124317804 ,12561578 ,3117739 ,19132322 ,63870282 ,30372333 ,45242669 ,8646392 ,1773333 ,4099434 ,1638411 ,398327 ,2212716 ,7598058 ,52031011 ,595696611 ,,,
,,,0.0007 ,0.0165 ,0.0010 ,0.0093 ,0.0053 ,0.0282 ,0.0035 ,0.0086 ,0.0054 ,0.0167 ,0.0096 ,0.0604 ,0.0205 ,0.0165 ,0.0132 ,0.0199 ,0.0119 ,0.0261 ,0.0218 ,0.0241 ,0.0019 ,0.0006 ,0.0020 ,0.0006 ,0.0060 ,0.0012 ,0.0002 ,0.0353 ,0.2087 ,0.0211 ,0.0052 ,0.0321 ,0.1072 ,0.0510 ,0.0759 ,0.0145 ,0.0030 ,0.0069 ,0.0028 ,0.0007 ,0.0037 ,0.0128 ,0.0873 ,,,,
,Scientific research and technical services,36,5505887 ,2531962 ,729239 ,2469921 ,2214300 ,2419531 ,446373 ,1099234 ,1151373 ,1914887 ,471476 ,15420196 ,4079897 ,6815799 ,2920499 ,6644636 ,4715731 ,12952344 ,5228974 ,11332744 ,1162469 ,131648 ,166302 ,40221 ,3027236 ,86409 ,64544 ,93945636 ,3079726 ,1141990 ,5938 ,2941048 ,844022 ,96049 ,188084 ,46597870 ,222386 ,11046 ,1149884 ,153581 ,51777 ,151411 ,7678838 ,254003114 ,,,
,,,0.0217 ,0.0100 ,0.0029 ,0.0097 ,0.0087 ,0.0095 ,0.0018 ,0.0043 ,0.0045 ,0.0075 ,0.0019 ,0.0607 ,0.0161 ,0.0268 ,0.0115 ,0.0262 ,0.0186 ,0.0510 ,0.0206 ,0.0446 ,0.0046 ,0.0005 ,0.0007 ,0.0002 ,0.0119 ,0.0003 ,0.0003 ,0.3699 ,0.0121 ,0.0045 ,0.0000 ,0.0116 ,0.0033 ,0.0004 ,0.0007 ,0.1835 ,0.0009 ,0.0000 ,0.0045 ,0.0006 ,0.0002 ,0.0006 ,0.0302 ,,,,
,"Water, Environment and Utilities Management",37,1249630 ,171273 ,43741 ,321548 ,357764 ,469107 ,751492 ,89509 ,83616 ,777198 ,330618 ,2664670 ,496581 ,1135693 ,185217 ,418298 ,122243 ,335110 ,266283 ,202297 ,29583 ,49336 ,50570 ,2118 ,2314396 ,108619 ,2084470 ,427004 ,717243 ,401047 ,71443 ,180587 ,788640 ,202103 ,3220073 ,105548 ,1345643 ,175611 ,120860 ,134659 ,159238 ,1022566 ,6116965 ,30300209 ,,,
,,,0.0412 ,0.0057 ,0.0014 ,0.0106 ,0.0118 ,0.0155 ,0.0248 ,0.0030 ,0.0028 ,0.0256 ,0.0109 ,0.0879 ,0.0164 ,0.0375 ,0.0061 ,0.0138 ,0.0040 ,0.0111 ,0.0088 ,0.0067 ,0.0010 ,0.0016 ,0.0017 ,0.0001 ,0.0764 ,0.0036 ,0.0688 ,0.0141 ,0.0237 ,0.0132 ,0.0024 ,0.0060 ,0.0260 ,0.0067 ,0.1063 ,0.0035 ,0.0444 ,0.0058 ,0.0040 ,0.0044 ,0.0053 ,0.0337 ,0.2019 ,,,,
,"Residential Services, Repairs and Other Services",38,821458 ,2234634 ,196589 ,384444 ,814345 ,2096604 ,431941 ,620760 ,621524 ,1456225 ,1062661 ,4599435 ,3186713 ,2848776 ,2413660 ,2727257 ,1575159 ,4859155 ,2687278 ,2174837 ,313778 ,112535 ,293223 ,40631 ,1482109 ,285012 ,236626 ,11623868 ,8512171 ,14444500 ,966532 ,961236 ,2928581 ,1175954 ,4590683 ,3881664 ,3610753 ,3549430 ,2813098 ,2131879 ,1233194 ,7658997 ,91010830 ,201670737 ,,,
,,,0.0041 ,0.0111 ,0.0010 ,0.0019 ,0.0040 ,0.0104 ,0.0021 ,0.0031 ,0.0031 ,0.0072 ,0.0053 ,0.0228 ,0.0158 ,0.0141 ,0.0120 ,0.0135 ,0.0078 ,0.0241 ,0.0133 ,0.0108 ,0.0016 ,0.0006 ,0.0015 ,0.0002 ,0.0073 ,0.0014 ,0.0012 ,0.0576 ,0.0422 ,0.0716 ,0.0048 ,0.0048 ,0.0145 ,0.0058 ,0.0228 ,0.0192 ,0.0179 ,0.0176 ,0.0139 ,0.0106 ,0.0061 ,0.0380 ,0.4513 ,,,,
,Education,39,157781 ,349486 ,13063 ,130729 ,50786 ,247605 ,53182 ,99868 ,82284 ,145800 ,85896 ,476023 ,336015 ,168512 ,246417 ,271014 ,171863 ,259734 ,174410 ,184344 ,51868 ,23443 ,32327 ,18858 ,104126 ,38318 ,36122 ,1529473 ,871152 ,685447 ,101865 ,292467 ,3360687 ,271733 ,345310 ,583534 ,279332 ,195062 ,4103676 ,802475 ,170443 ,3954045 ,91841219 ,113397796 ,,,
,,,0.0014 ,0.0031 ,0.0001 ,0.0012 ,0.0004 ,0.0022 ,0.0005 ,0.0009 ,0.0007 ,0.0013 ,0.0008 ,0.0042 ,0.0030 ,0.0015 ,0.0022 ,0.0024 ,0.0015 ,0.0023 ,0.0015 ,0.0016 ,0.0005 ,0.0002 ,0.0003 ,0.0002 ,0.0009 ,0.0003 ,0.0003 ,0.0135 ,0.0077 ,0.0060 ,0.0009 ,0.0026 ,0.0296 ,0.0024 ,0.0030 ,0.0051 ,0.0025 ,0.0017 ,0.0362 ,0.0071 ,0.0015 ,0.0349 ,0.8099 ,,,,
,Health and Social Work,40,139004 ,271166 ,10113 ,130596 ,127472 ,100516 ,59307 ,118953 ,90169 ,163409 ,1103082 ,299711 ,492907 ,568807 ,464904 ,634468 ,321688 ,487145 ,412520 ,164191 ,69928 ,8107 ,27962 ,0 ,419131 ,84840 ,2197 ,1134990 ,561303 ,519017 ,28940 ,2641 ,408575 ,3042 ,9992 ,45019 ,33946 ,85571 ,184380 ,3015825 ,74249 ,2536818 ,139107636 ,154524236 ,,,
,,,0.0009 ,0.0018 ,0.0001 ,0.0008 ,0.0008 ,0.0007 ,0.0004 ,0.0008 ,0.0006 ,0.0011 ,0.0071 ,0.0019 ,0.0032 ,0.0037 ,0.0030 ,0.0041 ,0.0021 ,0.0032 ,0.0027 ,0.0011 ,0.0005 ,0.0001 ,0.0002 ,0.0000 ,0.0027 ,0.0005 ,0.0000 ,0.0073 ,0.0036 ,0.0034 ,0.0002 ,0.0000 ,0.0026 ,0.0000 ,0.0001 ,0.0003 ,0.0002 ,0.0006 ,0.0012 ,0.0195 ,0.0005 ,0.0164 ,0.9002 ,,,,
,"Culture, Sports and Recreation",41,48944 ,503386 ,53428 ,517220 ,188028 ,949053 ,393547 ,469959 ,401039 ,614704 ,261141 ,2364891 ,1684586 ,1251913 ,926584 ,1427113 ,654686 ,727668 ,1088737 ,966429 ,178435 ,79314 ,163858 ,24429 ,1438977 ,202897 ,155035 ,3775973 ,1369223 ,2096392 ,693114 ,1189654 ,8684754 ,1525095 ,1390068 ,992849 ,357041 ,690709 ,1064535 ,588615 ,4336087 ,5291262 ,23804939 ,75586309 ,,,
,,,0.0006 ,0.0067 ,0.0007 ,0.0068 ,0.0025 ,0.0126 ,0.0052 ,0.0062 ,0.0053 ,0.0081 ,0.0035 ,0.0313 ,0.0223 ,0.0166 ,0.0123 ,0.0189 ,0.0087 ,0.0096 ,0.0144 ,0.0128 ,0.0024 ,0.0010 ,0.0022 ,0.0003 ,0.0190 ,0.0027 ,0.0021 ,0.0500 ,0.0181 ,0.0277 ,0.0092 ,0.0157 ,0.1149 ,0.0202 ,0.0184 ,0.0131 ,0.0047 ,0.0091 ,0.0141 ,0.0078 ,0.0574 ,0.0700 ,0.3149 ,,,,
,"Public Administration, Social Security and Social Organization",42,613157 ,164767 ,55282 ,251793 ,96993 ,580704 ,139341 ,169318 ,222061 ,269406 ,108795 ,1175364 ,635112 ,904851 ,452543 ,596417 ,346020 ,2320376 ,619924 ,1475581 ,93032 ,43915 ,37306 ,82908 ,260663 ,46997 ,25208 ,1573345 ,842749 ,746325 ,92384 ,1129518 ,1133345 ,1522438 ,9100793 ,544998 ,206517 ,451848 ,561515 ,282151 ,160076 ,4037344 ,2818161 ,36991342 ,,,
,,,0.0166 ,0.0045 ,0.0015 ,0.0068 ,0.0026 ,0.0157 ,0.0038 ,0.0046 ,0.0060 ,0.0073 ,0.0029 ,0.0318 ,0.0172 ,0.0245 ,0.0122 ,0.0161 ,0.0094 ,0.0627 ,0.0168 ,0.0399 ,0.0025 ,0.0012 ,0.0010 ,0.0022 ,0.0070 ,0.0013 ,0.0007 ,0.0425 ,0.0228 ,0.0202 ,0.0025 ,0.0305 ,0.0306 ,0.0412 ,0.2460 ,0.0147 ,0.0056 ,0.0122 ,0.0152 ,0.0076 ,0.0043 ,0.1091 ,0.0762 ,,,,
,Added value,TVA,618206504,72400939,45679854,37430492,26808373,260110765,78237585,100419483,56270236,81268984,82142216,276552567,130669617,154242957,82300784,104317623,76747167,172741748,120277041,151529402,18509027,8804314,7831278,4868512,132755513,10978905,9075443,465358447,661867360,286080198,121536951,183537199,577106301,417010340,163472909,41414270,-18201026,108544503,46522914,-34324449,27741333,-136837587,970534166,6802541161 ,GDP,,
,,,0.583362467,0.318508572,0.54100022,0.27005422,0.304639931,0.227318603,0.179108994,0.25222025,0.218404242,0.207324146,0.213724276,0.177044103,0.203251204,0.137269786,0.192198891,0.199103234,0.226340297,0.209035753,0.186869529,0.183059504,0.241190371,0.239967683,0.177329535,0.331524396,0.225031534,0.188949168,0.360714887,0.230485325,0.628977464,0.359655041,0.406907308,0.484225581,0.655212202,0.716334564,0.274423097,0.163046308,-0.600689784,0.538226342,0.410262947,-0.222129874,0.367015315,-3.69917877,0.142672296,,,,
,Annual output,TI,1059729652,227312372,84435925,138603618,88000194,1144256392,436815502,398142032,257642597,391989962,384337323,1562054667,642897137,1123648262,428206342,523937361,339078671,826374177,643641804,827760366,76740323,36689582,44162288,14685230,589941822,58105072,25159602,2019037211,1052291057,795429413,298684611,379032431,880792969,582144658,595696611,254003114,30300209,201670737,113397796,154524236,75586309,36991342,6802541161 ,26646472140 ,Iss,,
Added value,"Compensation
of employees",VA001,635107177 ,39220078 ,12305258 ,12028783 ,11551970 ,73436222 ,35385226 ,57479635 ,25426389 ,35791532 ,10936832 ,95236394 ,47371542 ,57678398 ,33218701 ,43232901 ,32927696 ,62892047 ,48291620 ,83164566 ,8199379 ,4294767 ,2125490 ,2966425 ,35015481 ,4097727 ,4252619 ,290762918 ,278575569 ,188486867 ,85710054 ,68614896 ,174313912 ,61432554 ,95077639 ,72868464 ,27084227 ,79147869 ,203832947 ,131061827 ,29595587 ,240899666 ,37120000.1,0.61 ,rw=w/v,,
,,,0.5993 ,0.1725 ,0.1457 ,0.0868 ,0.1313 ,0.0642 ,0.0810 ,0.1444 ,0.0987 ,0.0913 ,0.0285 ,0.0610 ,0.0737 ,0.0513 ,0.0776 ,0.0825 ,0.0971 ,0.0761 ,0.0750 ,0.1005 ,0.1068 ,0.1171 ,0.0481 ,0.2020 ,0.0594 ,0.0705 ,0.1690 ,0.1440 ,0.2647 ,0.2370 ,0.2870 ,0.1810 ,0.1979 ,0.1055 ,0.1596 ,0.2869 ,0.8939 ,0.3925 ,1.7975 ,0.8482 ,0.3915 ,6.5123 ,0.005456784,0.01 ,,,
,Profit before taxes,VA002,-16900673.39,33180860.78,33374596.53,25401709.49,15256402.89,186674542.9,42852359.89,42939847.9,30843846.66,45477451.96,71205384.33,181316174,83298074.25,96564559.69,49082082.01,61084722.85,43819471.21,109849701,71985420.75,68364837.09,10309647.29,4509546.862,5705787.764,1902087.586,97740032.3,6881177.403,4822823.864,174595528.7,383291789.9,97593331.16,35826896.41,114922302.9,402792389.1,355577787,68395270.16,-31454194.28,-45285252.41,29396633.38,-157310032.8,-165386276.3,-1854253.976,-377737252.5,933414165.9,3224321308 ,Pr,,
,,,-0.015948099,0.145970325,0.395265363,0.183268733,0.173367832,0.163140485,0.098101738,0.107850577,0.119715633,0.116016879,0.185267941,0.116075434,0.129566721,0.085938423,0.114622501,0.116587835,0.129230987,0.132929736,0.11184081,0.082590131,0.134344591,0.122910827,0.129200456,0.129523854,0.165677409,0.11842645,0.191689195,0.086474646,0.364245032,0.122692636,0.11994892,0.303199129,0.457306545,0.610806579,0.114815611,-0.123833892,-1.494552477,0.145765488,-1.387240655,-1.070293441,-0.024531612,-10.21150443,0.137215512,,,,
,Operating costs,,1076630325,194131511.7,51061328.88,113201908.4,72743790.76,957581848.8,393963141.9,355202183.9,226798749.9,346512509.9,313131938.9,1380738493,559599063.2,1027083703,379124260.2,462852638,295259199.8,716524475.8,571656383.1,759395528.5,66430676.08,32180034.91,38456500.44,12783141.92,492201789.3,51223894.21,20336778.06,1844441683,668999267,697836081.9,262857714.2,264110127.8,478000579.9,226566871.3,527301340.6,285457308.4,75585461.33,172274103.6,270707829,319910512.2,77440562.77,414728594.7,5869126995 ,23422150831,Pc,,
,,,1.0159 ,0.8540 ,0.6047 ,0.8167 ,0.8266 ,0.8369 ,0.9019 ,0.8921 ,0.8803 ,0.8840 ,0.8147 ,0.8839 ,0.8704 ,0.9141 ,0.8854 ,0.8834 ,0.8708 ,0.8671 ,0.8882 ,0.9174 ,0.8657 ,0.8771 ,0.8708 ,0.8705 ,0.8343 ,0.8816 ,0.8083 ,0.9135 ,0.6358 ,0.8773 ,0.8801 ,0.6968 ,0.5427 ,0.3892 ,0.8852 ,1.1238 ,2.4946 ,0.8542 ,2.3872 ,2.0703 ,1.0245 ,11.2115 ,0.862784488,0.878996315,Rs,,
,Profitability,,-0.01569775,0.170919499,0.65361786,0.224392944,0.209727906,0.194943694,0.10877251,0.120888468,0.135996546,0.131243319,0.227397386,0.131318258,0.148853134,0.094018199,0.129461728,0.131974451,0.148410181,0.15330907,0.125924284,0.090025335,0.155194074,0.140134928,0.148369917,0.148796563,0.198577158,0.134335304,0.237147883,0.094660368,0.572933049,0.139851369,0.136297679,0.435130239,0.84266088,1.569416503,0.129708129,-0.110188786,-0.599126494,0.170638725,-0.581106329,-0.516976686,-0.023944221,-0.910805904,0.159037991,0.137661197,Rnt0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
